TEAM,YEAR,WINS,LOSSES,OFFRTG,OFFRANK,DEFRTG,DEFRANK,NETRTG,NETRANK,PLAYOFFS,URL
PHI,2016,10,72,98.8,30/30,109.2,26/30,-10.4,30/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2016.html
PHI,2017,28,54,103.2,30/30,108.9,17/30,-5.7,27/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2017.html
PHI,2018,52,30,109.5,12/30,105.0,4/30,4.5,4/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/PHI/2018.html
PHI,2019,51,31,112.6,8/30,110.0,15/30,2.6,11/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHI/2019.html
PHI,2020,43,30,111.3,13/30,109.0,8/30,2.4,10/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/PHI/2020.html
PHI,2021,49,23,113.2,13/30,107.6,2/30,5.6,5/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHI/2021.html
PHI,2022,15,13,109.6,14/30,110.2,21/30,-0.7,19/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2022.html
PHO,1985,36,46,104.7,19/23,106.8,6/23,-2.0,16/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/PHO/1985.html
PHO,1986,32,50,104.3,19/23,107.2,13/23,-2.8,17/23,No Playoffs,https://www.basketball-reference.com/teams/PHO/1986.html
PHO,1987,36,46,108.0,14/23,110.3,17/23,-2.4,17/23,No Playoffs,https://www.basketball-reference.com/teams/PHO/1987.html
PHO,1988,28,54,107.0,14/23,111.4,20/23,-4.4,18/23,No Playoffs,https://www.basketball-reference.com/teams/PHO/1988.html
PHO,1989,55,27,113.1,2/25,105.7,5/25,7.3,2/25,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/PHO/1989.html
PHO,1990,54,28,113.1,3/27,106.2,6/27,7.0,1/27,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/PHO/1990.html
PHO,1991,55,27,112.6,3/27,106.1,8/27,6.5,4/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/PHO/1991.html
PHO,1992,53,29,112.1,5/27,106.2,8/27,5.9,4/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/PHO/1992.html
PHO,1993,62,20,113.3,1/27,106.7,9/27,6.7,4/27,Lost Finals (2-4),https://www.basketball-reference.com/teams/PHO/1993.html
PHO,1994,56,26,111.7,1/27,106.8,16/27,5.0,5/27,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHO/1994.html
PHO,1995,59,23,114.5,3/27,110.4,19/27,4.0,8/27,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHO/1995.html
PHO,1996,41,41,110.3,7/29,110.0,23/29,0.3,16/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/PHO/1996.html
PHO,1997,40,42,109.3,6/29,108.6,20/29,0.7,15/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/PHO/1997.html
PHO,1998,56,26,107.4,12/29,101.8,6/29,5.6,6/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/PHO/1998.html
PHO,1999,27,23,105.8,4/29,103.3,19/29,2.5,11/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/PHO/1999.html
PHO,2000,53,29,104.6,16/29,99.0,3/29,5.5,4/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/PHO/2000.html
PHO,2001,51,31,100.3,22/29,98.0,2/29,2.4,13/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/PHO/2001.html
PHO,2002,36,46,103.3,19/29,104.0,12/29,-0.7,19/29,No Playoffs,https://www.basketball-reference.com/teams/PHO/2002.html
PHO,2003,44,38,103.7,20/29,102.5,11/29,1.2,14/29,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/PHO/2003.html
PHO,2004,29,53,101.4,21/29,105.5,24/29,-4.0,24/29,No Playoffs,https://www.basketball-reference.com/teams/PHO/2004.html
PHO,2005,62,20,114.5,1/30,107.1,17/30,7.4,2/30,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/PHO/2005.html
PHO,2006,54,28,111.5,2/30,105.8,16/30,5.7,4/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/PHO/2006.html
PHO,2007,61,21,113.9,1/30,106.4,13/30,7.6,3/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/PHO/2007.html
PHO,2008,55,27,113.3,2/30,108.1,16/30,5.2,8/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/PHO/2008.html
PHO,2009,46,36,113.6,2/30,111.6,26/30,2.0,11/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2009.html
PHO,2010,54,28,115.3,1/30,110.2,23/30,5.1,5/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/PHO/2010.html
PHO,2011,40,42,109.5,9/30,110.4,25/30,-0.9,17/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2011.html
PHO,2012,33,33,106.2,9/30,106.5,24/30,-0.3,19/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2012.html
PHO,2013,25,57,101.2,29/30,108.1,23/30,-6.9,28/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2013.html
PHO,2014,48,34,109.5,8/30,106.7,15/30,2.7,10/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2014.html
PHO,2015,39,43,105.3,16/30,106.2,17/30,-0.9,19/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2015.html
PHO,2016,23,59,102.2,28/30,109.0,25/30,-6.7,27/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2016.html
PHO,2017,24,58,106.6,22/30,112.2,28/30,-5.6,26/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2017.html
PHO,2018,21,61,103.5,30/30,112.8,30/30,-9.3,30/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2018.html
PHO,2019,19,63,105.9,28/30,115.1,29/30,-9.2,29/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2019.html
PHO,2020,34,39,111.7,12/30,111.4,17/30,0.2,14/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2020.html
PHO,2021,51,21,117.2,5/30,111.3,9/30,5.9,3/30,Lost Finals (2-4),https://www.basketball-reference.com/teams/PHO/2021.html
PHO,2022,22,5,110.4,9/30,104.4,2/30,6.0,3/30,No Playoffs,https://www.basketball-reference.com/teams/PHO/2022.html
POR,1985,42,40,110.4,7/23,107.2,8/23,3.3,5/23,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/POR/1985.html
POR,1986,40,42,109.2,6/23,108.2,16/23,1.0,10/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1986.html
POR,1987,49,33,111.5,5/23,108.6,13/23,3.0,7/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1987.html
POR,1988,53,29,111.8,4/23,107.4,10/23,4.4,5/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1988.html
POR,1989,39,43,109.4,11/25,108.0,14/25,1.4,13/25,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/POR/1989.html
POR,1990,59,23,110.5,9/27,104.4,4/27,6.1,4/27,Lost Finals (1-4),https://www.basketball-reference.com/teams/POR/1990.html
POR,1991,63,19,112.8,2/27,104.3,3/27,8.5,2/27,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/POR/1991.html
POR,1992,57,25,111.4,7/27,104.2,3/27,7.3,2/27,Lost Finals (2-4),https://www.basketball-reference.com/teams/POR/1992.html
POR,1993,51,31,108.3,14/27,105.2,4/27,3.1,7/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1993.html
POR,1994,47,35,108.1,10/27,105.5,12/27,2.7,13/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1994.html
POR,1995,44,38,109.7,6/27,105.7,7/27,4.1,7/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/POR/1995.html
POR,1996,44,38,106.0,20/29,103.5,5/29,2.5,11/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/POR/1996.html
POR,1997,49,33,107.9,10/29,103.3,7/29,4.5,9/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1997.html
POR,1998,46,36,104.0,16/29,102.4,8/29,1.5,15/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/POR/1998.html
POR,1999,35,15,104.8,8/29,97.7,6/29,7.0,3/29,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/POR/1999.html
POR,2000,59,23,107.9,3/29,100.8,5/29,7.1,2/29,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/POR/2000.html
POR,2001,50,32,106.5,7/29,101.8,9/29,4.7,5/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/POR/2001.html
POR,2002,49,33,107.4,6/29,104.0,13/29,3.3,8/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/POR/2002.html
POR,2003,50,32,105.5,8/29,102.6,13/29,2.9,7/29,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/POR/2003.html
POR,2004,41,41,103.7,10/29,105.1,22/29,-1.4,18/29,No Playoffs,https://www.basketball-reference.com/teams/POR/2004.html
POR,2005,27,55,103.2,25/30,107.7,21/30,-4.4,26/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2005.html
POR,2006,21,61,101.1,30/30,111.9,28/30,-10.8,30/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2006.html
POR,2007,32,50,105.1,20/30,109.9,26/30,-4.8,28/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2007.html
POR,2008,41,41,107.3,14/30,108.4,17/30,-1.1,17/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2008.html
POR,2009,54,28,113.9,1/30,107.8,13/30,6.1,5/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/POR/2009.html
POR,2010,50,32,110.8,7/30,107.1,15/30,3.7,10/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/POR/2010.html
POR,2011,48,34,108.8,10/30,107.1,14/30,1.7,12/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/POR/2011.html
POR,2012,28,38,105.7,11/30,106.4,23/30,-0.7,20/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2012.html
POR,2013,33,49,105.8,15/30,109.2,26/30,-3.4,22/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2013.html
POR,2014,54,28,111.5,2/30,107.4,16/30,4.2,8/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/POR/2014.html
POR,2015,51,31,108.2,9/30,103.7,10/30,4.5,6/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/POR/2015.html
POR,2016,44,38,108.8,6/30,108.0,20/30,0.9,13/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/POR/2016.html
POR,2017,41,41,110.3,11/30,110.8,24/30,-0.5,18/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/POR/2017.html
POR,2018,49,33,109.1,15/30,106.4,8/30,2.7,9/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/POR/2018.html
POR,2019,53,29,114.7,3/30,110.5,16/30,4.2,7/30,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/POR/2019.html
POR,2020,35,39,113.7,3/30,114.8,28/30,-1.1,19/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/POR/2020.html
POR,2021,42,30,117.8,2/30,116.0,29/30,1.8,12/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/POR/2021.html
POR,2022,11,17,110.0,12/30,113.0,29/30,-3.0,24/30,No Playoffs,https://www.basketball-reference.com/teams/POR/2022.html
SAC,1986,37,45,106.2,14/23,109.2,19/23,-3.0,18/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/SAC/1986.html
SAC,1987,29,53,108.9,11/23,112.1,22/23,-3.2,18/23,No Playoffs,https://www.basketball-reference.com/teams/SAC/1987.html
SAC,1988,24,58,106.5,19/23,112.1,21/23,-5.7,20/23,No Playoffs,https://www.basketball-reference.com/teams/SAC/1988.html
SAC,1989,27,55,104.5,20/25,110.0,21/25,-5.5,20/25,No Playoffs,https://www.basketball-reference.com/teams/SAC/1989.html
SAC,1990,23,59,104.8,22/27,110.0,23/27,-5.2,23/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1990.html
SAC,1991,25,57,102.0,27/27,109.1,19/27,-7.2,26/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1991.html
SAC,1992,29,53,103.9,23/27,109.9,21/27,-6.0,23/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1992.html
SAC,1993,25,57,106.5,20/27,109.6,18/27,-3.1,22/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1993.html
SAC,1994,28,54,103.3,21/27,109.2,21/27,-5.9,21/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1994.html
SAC,1995,39,43,105.5,20/27,106.5,11/27,-1.1,16/27,No Playoffs,https://www.basketball-reference.com/teams/SAC/1995.html
SAC,1996,39,43,106.2,18/29,109.1,19/29,-2.9,19/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/SAC/1996.html
SAC,1997,34,48,105.0,19/29,108.7,21/29,-3.7,21/29,No Playoffs,https://www.basketball-reference.com/teams/SAC/1997.html
SAC,1998,27,55,100.8,26/29,106.9,22/29,-6.0,23/29,No Playoffs,https://www.basketball-reference.com/teams/SAC/1998.html
SAC,1999,27,23,102.7,13/29,103.1,18/29,-0.4,17/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SAC/1999.html
SAC,2000,44,38,105.0,11/29,102.1,10/29,2.9,8/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SAC/2000.html
SAC,2001,55,27,105.6,9/29,99.6,7/29,6.0,2/29,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/SAC/2001.html
SAC,2002,61,21,109.0,3/29,101.1,6/29,7.9,1/29,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/SAC/2002.html
SAC,2003,59,23,105.9,6/29,99.1,2/29,6.8,2/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/SAC/2003.html
SAC,2004,55,27,110.3,2/29,104.9,21/29,5.4,5/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/SAC/2004.html
SAC,2005,50,32,110.5,3/30,108.2,23/30,2.3,9/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/SAC/2005.html
SAC,2006,44,38,106.7,11/30,105.0,12/30,1.7,12/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/SAC/2006.html
SAC,2007,33,49,106.2,14/30,108.0,22/30,-1.9,19/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2007.html
SAC,2008,38,44,107.5,13/30,109.9,25/30,-2.4,20/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2008.html
SAC,2009,17,65,105.5,25/30,114.7,30/30,-9.2,29/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2009.html
SAC,2010,25,57,105.3,22/30,109.9,20/30,-4.6,25/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2010.html
SAC,2011,24,58,103.5,25/30,109.0,20/30,-5.6,25/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2011.html
SAC,2012,22,44,103.8,21/30,109.8,29/30,-6.0,27/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2012.html
SAC,2013,28,54,106.2,12/30,111.4,29/30,-5.2,27/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2013.html
SAC,2014,28,54,105.7,20/30,108.8,23/30,-3.1,22/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2014.html
SAC,2015,29,53,105.3,14/30,109.2,27/30,-3.9,25/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2015.html
SAC,2016,33,49,106.0,15/30,108.4,22/30,-2.5,21/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2016.html
SAC,2017,32,50,107.3,21/30,111.3,25/30,-4.0,25/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2017.html
SAC,2018,27,55,103.7,29/30,111.1,28/30,-7.3,29/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2018.html
SAC,2019,39,43,110.4,16/30,111.5,20/30,-1.1,18/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2019.html
SAC,2020,31,41,110.2,18/30,112.2,20/30,-2.0,21/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2020.html
SAC,2021,31,41,113.6,11/30,117.2,30/30,-3.7,24/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2021.html
SAC,2022,11,17,109.4,16/30,112.8,27/30,-3.5,25/30,No Playoffs,https://www.basketball-reference.com/teams/SAC/2022.html
SAS,1985,41,41,109.9,8/23,109.0,17/23,0.9,10/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SAS/1985.html
SAS,1986,35,47,106.5,13/23,108.2,17/23,-1.8,13/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/SAS/1986.html
SAS,1987,28,54,105.9,17/23,110.8,19/23,-5.0,21/23,No Playoffs,https://www.basketball-reference.com/teams/SAS/1987.html
SAS,1988,31,51,108.2,12/23,112.8,22/23,-4.6,19/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/SAS/1988.html
SAS,1989,21,61,100.9,23/25,107.9,13/25,-7.0,22/25,No Playoffs,https://www.basketball-reference.com/teams/SAS/1989.html
SAS,1990,56,26,107.7,15/27,104.2,3/27,3.5,8/27,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/SAS/1990.html
SAS,1991,55,27,107.8,14/27,103.3,1/27,4.5,6/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/SAS/1991.html
SAS,1992,47,35,107.5,14/27,104.1,1/27,3.4,9/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/SAS/1992.html
SAS,1993,49,33,109.6,8/27,106.8,10/27,2.8,8/27,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/SAS/1993.html
SAS,1994,55,27,110.4,4/27,104.6,9/27,5.8,3/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/SAS/1994.html
SAS,1995,62,20,111.7,5/27,105.4,5/27,6.2,4/27,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/SAS/1995.html
SAS,1996,59,23,110.2,9/29,103.5,3/29,6.7,4/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/SAS/1996.html
SAS,1997,20,62,103.3,27/29,112.3,29/29,-9.0,28/29,No Playoffs,https://www.basketball-reference.com/teams/SAS/1997.html
SAS,1998,56,26,103.8,17/29,99.4,2/29,4.5,8/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/SAS/1998.html
SAS,1999,37,13,104.0,11/29,95.0,1/29,9.0,1/29,Won Finals (4-1),https://www.basketball-reference.com/teams/SAS/1999.html
SAS,2000,53,29,105.0,12/29,98.6,2/29,6.5,3/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/SAS/2000.html
SAS,2001,58,24,106.6,6/29,98.0,1/29,8.6,1/29,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/SAS/2001.html
SAS,2002,58,24,106.5,9/29,99.7,2/29,6.8,3/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/SAS/2002.html
SAS,2003,60,22,105.6,7/29,99.7,3/29,6.0,3/29,Won Finals (4-2),https://www.basketball-reference.com/teams/SAS/2003.html
SAS,2004,57,25,102.2,16/29,94.1,1/29,8.1,1/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/SAS/2004.html
SAS,2005,59,23,107.5,8/30,98.8,1/30,8.7,1/30,Won Finals (4-3),https://www.basketball-reference.com/teams/SAS/2005.html
SAS,2006,63,19,107.3,10/30,99.6,1/30,7.7,1/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/SAS/2006.html
SAS,2007,58,24,109.2,5/30,99.9,2/30,9.3,1/30,Won Finals (4-0),https://www.basketball-reference.com/teams/SAS/2007.html
SAS,2008,56,26,107.2,15/30,101.8,3/30,5.4,7/30,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/SAS/2008.html
SAS,2009,54,28,108.5,13/30,104.3,5/30,4.2,7/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/SAS/2009.html
SAS,2010,50,32,110.0,9/30,104.5,8/30,5.5,4/30,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/SAS/2010.html
SAS,2011,61,21,111.8,2/30,105.6,11/30,6.2,4/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/SAS/2011.html
SAS,2012,50,16,110.9,1/30,103.2,10/30,7.7,2/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/SAS/2012.html
SAS,2013,58,24,108.3,7/30,101.6,3/30,6.7,4/30,Lost Finals (3-4),https://www.basketball-reference.com/teams/SAS/2013.html
SAS,2014,62,20,110.5,7/30,102.4,3/30,8.1,1/30,Won Finals (4-1),https://www.basketball-reference.com/teams/SAS/2014.html
SAS,2015,55,27,108.5,7/30,102.0,2/30,6.5,3/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/SAS/2015.html
SAS,2016,67,15,110.3,4/30,99.0,1/30,11.3,1/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/SAS/2016.html
SAS,2017,61,21,111.1,9/30,103.5,1/30,7.6,2/30,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/SAS/2017.html
SAS,2018,47,35,107.9,17/30,104.8,3/30,3.0,8/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/SAS/2018.html
SAS,2019,48,34,112.9,7/30,111.2,19/30,1.7,12/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/SAS/2019.html
SAS,2020,32,39,112.4,9/30,113.5,25/30,-1.1,18/30,No Playoffs,https://www.basketball-reference.com/teams/SAS/2020.html
SAS,2021,33,39,111.0,21/30,112.8,17/30,-1.7,21/30,No Playoffs,https://www.basketball-reference.com/teams/SAS/2021.html
SAS,2022,10,16,108.3,21/30,108.5,13/30,-0.1,17/30,No Playoffs,https://www.basketball-reference.com/teams/SAS/2022.html
SEA,1985,31,51,102.8,22/23,108.2,13/23,-5.5,21/23,No Playoffs,https://www.basketball-reference.com/teams/SEA/1985.html
SEA,1986,31,51,105.9,15/23,106.0,10/23,-0.1,11/23,No Playoffs,https://www.basketball-reference.com/teams/SEA/1986.html
SEA,1987,39,43,110.7,6/23,110.3,16/23,0.5,10/23,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/SEA/1987.html
SEA,1988,44,38,110.2,7/23,108.1,16/23,2.0,10/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SEA/1988.html
SEA,1989,47,35,111.5,5/25,108.6,16/25,2.9,9/25,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/SEA/1989.html
SEA,1990,41,41,110.9,8/27,109.8,21/27,1.1,13/27,No Playoffs,https://www.basketball-reference.com/teams/SEA/1990.html
SEA,1991,41,41,109.7,9/27,108.5,17/27,1.3,12/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SEA/1991.html
SEA,1992,47,35,110.7,9/27,108.8,15/27,2.0,11/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/SEA/1992.html
SEA,1993,55,27,112.3,4/27,104.9,2/27,7.3,1/27,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/SEA/1993.html
SEA,1994,63,19,111.1,2/27,101.5,3/27,9.5,1/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SEA/1994.html
SEA,1995,57,25,114.8,2/27,106.3,10/27,8.5,2/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/SEA/1995.html
SEA,1996,64,18,110.3,8/29,102.1,2/29,8.2,2/29,Lost Finals (2-4),https://www.basketball-reference.com/teams/SEA/1996.html
SEA,1997,57,25,111.2,3/29,102.7,6/29,8.5,3/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/SEA/1997.html
SEA,1998,61,21,111.6,3/29,103.6,10/29,8.0,2/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/SEA/1998.html
SEA,1999,25,25,105.0,6/29,106.2,26/29,-1.2,18/29,No Playoffs,https://www.basketball-reference.com/teams/SEA/1999.html
SEA,2000,45,37,105.6,9/29,104.6,15/29,1.0,14/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SEA/2000.html
SEA,2001,44,38,105.6,10/29,105.6,24/29,0.0,17/29,No Playoffs,https://www.basketball-reference.com/teams/SEA/2001.html
SEA,2002,45,37,108.9,5/29,105.6,17/29,3.4,7/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/SEA/2002.html
SEA,2003,40,42,103.7,19/29,103.9,17/29,-0.1,17/29,No Playoffs,https://www.basketball-reference.com/teams/SEA/2003.html
SEA,2004,37,45,107.3,3/29,108.0,27/29,-0.7,15/29,No Playoffs,https://www.basketball-reference.com/teams/SEA/2004.html
SEA,2005,52,30,112.2,2/30,109.6,27/30,2.6,7/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/SEA/2005.html
SEA,2006,35,47,111.1,3/30,114.4,30/30,-3.3,26/30,No Playoffs,https://www.basketball-reference.com/teams/SEA/2006.html
SEA,2007,31,51,107.2,9/30,110.3,27/30,-3.1,22/30,No Playoffs,https://www.basketball-reference.com/teams/SEA/2007.html
SEA,2008,20,62,100.5,29/30,109.5,22/30,-9.0,29/30,No Playoffs,https://www.basketball-reference.com/teams/SEA/2008.html
TOR,1996,21,61,103.8,26/29,111.8,28/29,-8.0,27/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/1996.html
TOR,1997,30,52,104.6,22/29,108.0,17/29,-3.4,20/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/1997.html
TOR,1998,16,66,101.2,25/29,111.0,26/29,-9.9,27/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/1998.html
TOR,1999,23,27,102.0,16/29,103.9,22/29,-1.8,19/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/1999.html
TOR,2000,45,37,104.7,15/29,104.9,17/29,-0.2,17/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/TOR/2000.html
TOR,2001,47,35,105.9,8/29,103.4,14/29,2.4,12/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/TOR/2001.html
TOR,2002,42,40,102.6,22/29,103.1,9/29,-0.5,17/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/TOR/2002.html
TOR,2003,24,58,100.5,25/29,107.0,26/29,-6.5,27/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/2003.html
TOR,2004,33,49,97.0,28/29,100.4,7/29,-3.4,23/29,No Playoffs,https://www.basketball-reference.com/teams/TOR/2004.html
TOR,2005,33,49,106.9,11/30,108.7,24/30,-1.7,20/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2005.html
TOR,2006,27,55,109.5,5/30,112.7,29/30,-3.2,25/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2006.html
TOR,2007,47,35,107.0,10/30,106.0,12/30,1.1,10/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/TOR/2007.html
TOR,2008,41,41,110.2,9/30,107.0,13/30,3.2,12/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/TOR/2008.html
TOR,2009,33,49,107.0,22/30,110.0,22/30,-3.0,23/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2009.html
TOR,2010,40,42,111.3,5/30,113.2,30/30,-1.9,19/30,No Playoffs,https://www.basketball-reference.com/teams/TOR/2010.html
